GEOID,Male_total,Female_total,%AGE_MALE_YNG,%AGE_MALE_MID,%AGE_MALE_OLD,%AGE_MALE_YOUNG,%AGE_MALE_OLDER,%AGE_FEMALE_YNG,%AGE_FEMALE_MID,%AGE_FEMALE_OLD,%AGE_FEMALE_YOUNG,%AGE_FEMALE_OLDER,%RACE_White,%RACE_Black,%RACE_Latino,%RACE_Native,%RACE_Asian,%RACE_HI_PI,%RACE_Other,%RACE_Mixed,%RACE_NonWhite,%RACE_BAO,%RACE_LNHM,%REL_OP_SEX_MAR,%REL_OP_SEX_UNMAR,%REL_S_SEX_MAR,%REL_S_SEX_UNMAR,%REL_W_RELATIVES,%REL_NON_REL,%REL_MALE_JAILED,%REL_FEMALE_JAILED,%REL_MALE_GRP_DORM,%REL_FEMALE_GRP_DORM,%HH_MARRIED,%HH_MAR_W_KIDS,%HH_NOT_MAR,%HH_NOT_MAR_W_KIDS,%HH_MALE_ALONE,%HH_MALE_65+,%HH_MALE_W_KIDS,%HH_FEMALE_ALONE,%HH_FEMALE_65+,%HH_FEMALE_W_KIDS,%OWN_HOME,%Urban_pop,PARTY_WIN,PARTY_LEAD
16037,2221,2054,19.06,15.8,47.9,29.76,53.0,22.06,11.9,48.8,33.96,48.8,91.1,0.1,3.6,0.7,0.4,0.0,0.4,3.6,8.8,0.9,7.9,23.8,2.1,0.1,0.1,1.9,1.9,0.4,0.6,1.3,0.3,52.1,12.6,4.8,1.1,18.6,9.0,1.3,14.1,7.1,1.8,77.3,0.0,0,-0.54
16039,14866,13800,36.13,14.8,24.1,45.93,29.1,36.8,10.2,27.4,47.0,27.4,69.8,2.4,17.8,0.8,2.7,0.4,0.5,5.7,30.3,5.6,24.7,19.9,2.2,0.1,0.1,3.2,3.3,0.7,0.2,2.2,0.7,53.6,21.0,6.2,2.5,13.7,3.7,1.8,11.0,5.7,4.1,63.3,62.09,0,-0.46
16041,7171,7023,24.87,17.1,25.3,36.87,30.4,31.83,10.6,26.9,42.43,26.9,89.5,0.2,7.2,0.5,0.2,0.0,0.1,2.2,10.4,0.5,9.9,22.2,1.1,0.1,0.0,2.5,1.3,0.1,0.5,0.0,0.0,68.5,30.3,3.4,1.5,7.9,2.7,1.7,8.0,5.3,3.2,81.9,0.0,0,-0.78
16043,6931,6457,26.38,16.4,30.2,37.68,35.3,30.34,10.1,31.6,40.44,31.6,84.3,0.2,11.9,0.5,0.3,0.2,0.3,2.4,15.8,0.8,15.0,22.0,1.4,0.1,0.0,2.4,1.5,2.8,0.6,0.0,0.0,63.1,23.9,4.1,1.7,11.5,4.3,1.3,9.9,5.8,2.6,80.3,0.0,0,-0.68
16045,9589,9534,22.14,15.5,37.3,32.04,42.9,27.19,11.0,39.4,38.19,39.4,84.4,0.2,9.0,0.6,0.5,0.1,0.5,4.7,15.6,1.2,14.4,21.0,2.3,0.1,0.0,4.0,3.0,0.8,0.6,0.0,0.0,56.0,17.9,6.2,2.4,11.4,5.5,1.4,11.9,7.5,3.4,77.9,53.2,0,-0.62
16047,7981,7617,25.93,17.1,29.0,37.63,34.4,31.16,10.6,30.7,41.76,30.7,64.4,0.1,31.1,0.4,0.3,0.0,0.3,3.3,35.5,0.7,34.8,19.1,2.3,0.1,0.0,4.2,2.9,0.3,0.3,0.1,0.1,53.1,21.6,6.5,3.0,12.8,5.5,2.0,11.5,6.6,3.8,67.0,0.0,0,-0.56
16049,8672,7869,20.67,14.8,44.8,30.17,50.1,22.46,10.7,47.0,33.16,47.0,88.6,0.3,3.7,2.5,0.3,0.0,0.6,3.9,11.3,1.2,10.1,22.0,2.5,0.1,0.1,2.5,2.1,2.6,0.1,0.2,0.1,52.3,13.8,5.9,1.8,16.5,8.9,1.4,13.7,8.6,2.2,77.9,0.0,0,-0.65
16051,15580,15311,25.9,17.6,22.2,38.6,27.1,32.83,10.1,23.1,42.93,23.1,85.6,0.2,10.5,0.4,0.4,0.1,0.3,2.4,14.3,0.9,13.4,21.1,1.1,0.1,0.0,2.8,1.7,0.4,0.2,0.0,0.0,68.1,33.4,3.8,1.6,8.2,2.7,1.8,8.0,4.7,3.4,82.7,33.29,0,-0.74
16053,12415,11822,29.02,16.1,24.5,40.32,29.3,33.79,10.4,25.8,44.19,25.8,58.4,0.2,37.9,0.5,0.3,0.1,0.3,2.4,41.7,0.8,40.9,18.1,2.8,0.1,0.0,4.8,2.7,0.5,0.2,0.1,0.0,54.5,24.7,8.3,3.7,10.5,3.7,2.0,9.5,5.3,5.5,68.1,51.18,0,-0.49
16055,84683,86679,26.09,17.5,32.5,37.69,38.4,31.03,11.6,35.4,42.63,35.4,87.0,0.3,5.1,1.0,0.8,0.1,0.5,5.2,13.0,1.6,11.4,21.1,2.6,0.1,0.1,3.1,3.2,0.3,0.4,0.2,0.2,54.0,18.9,6.7,2.3,10.9,4.1,1.7,13.5,7.7,3.8,71.0,76.49,0,-0.43
16057,19871,19646,41.86,14.2,24.2,51.56,28.7,45.09,9.2,26.1,54.29,26.1,84.7,0.8,5.2,0.7,2.4,0.1,0.6,5.4,15.2,3.8,11.4,17.9,2.9,0.2,0.2,1.9,6.0,0.1,0.2,3.2,3.2,44.5,16.5,7.6,1.5,15.7,3.5,1.6,15.7,6.0,3.1,54.4,65.58,1,0.04
16059,4018,3956,19.22,14.5,47.0,28.62,52.1,23.42,10.3,47.8,33.72,47.8,91.3,0.2,3.7,0.6,0.4,0.1,0.5,3.3,8.8,1.1,7.7,22.6,2.6,0.1,0.0,2.1,1.9,0.2,0.2,0.3,0.3,49.7,13.1,6.0,1.3,16.9,8.7,1.2,16.3,10.2,2.7,76.9,0.0,0,-0.54
16061,1817,1716,19.86,15.2,43.1,30.36,47.8,24.44,9.4,46.3,33.84,46.3,85.8,0.2,3.9,5.1,0.2,0.0,0.3,4.4,14.1,0.7,13.4,20.4,2.4,0.1,0.1,2.1,2.2,0.1,0.0,1.7,1.2,47.3,12.6,6.0,2.2,18.2,9.3,2.1,14.8,8.7,3.0,71.3,0.0,0,-0.61
16063,2684,2443,26.13,17.6,28.9,39.23,33.4,33.0,9.7,28.6,42.7,28.6,63.3,0.1,32.0,0.4,0.2,0.1,0.1,3.8,36.7,0.4,36.3,19.1,2.0,0.0,0.1,4.9,3.2,0.3,0.6,0.0,0.0,55.4,23.5,5.6,2.3,12.5,5.4,1.7,9.2,4.8,4.0,68.4,0.0,0,-0.54
16065,26204,26709,60.96,7.7,10.2,66.66,12.2,63.34,5.1,11.9,68.44,11.9,83.1,1.3,9.9,0.3,1.8,0.4,0.3,2.8,16.8,3.4,13.4,17.2,0.3,0.0,0.0,1.5,4.5,0.3,0.5,13.3,13.7,71.7,30.1,1.2,0.5,5.9,1.1,1.0,8.1,3.4,2.6,43.3,78.11,0,-0.64
16067,10830,10783,27.91,16.0,26.8,38.51,32.2,31.51,10.5,29.6,42.01,29.6,59.9,0.1,36.6,0.4,0.2,0.0,0.3,2.4,40.0,0.6,39.4,19.3,2.3,0.1,0.0,3.8,2.2,0.1,0.1,0.1,0.1,55.0,23.1,6.6,3.4,10.6,3.4,2.0,11.5,7.1,4.4,70.6,55.64,0,-0.59
16069,20666,21424,27.69,17.1,33.1,38.89,39.0,32.17,11.0,35.9,43.17,35.9,84.2,0.4,3.9,5.6,0.8,0.1,0.3,4.8,15.9,1.5,14.4,19.2,3.3,0.0,0.1,2.8,3.4,0.7,0.9,0.4,0.7,47.1,15.5,8.1,2.8,14.1,5.2,1.7,15.5,8.6,3.8,68.8,81.09,0,-0.34
16071,2294,2270,21.24,16.3,33.9,33.14,38.3,28.07,9.8,34.3,37.87,34.3,93.3,0.0,3.9,0.3,0.3,0.1,0.2,1.9,6.7,0.5,6.2,21.9,1.1,0.0,0.2,2.2,1.7,0.5,0.5,0.0,0.0,59.5,22.7,3.3,1.3,14.2,5.4,1.8,11.0,7.7,3.6,82.0,0.0,0,-0.77
16073,6096,5817,24.26,17.1,31.3,35.86,36.8,30.82,11.0,31.7,41.82,31.7,67.7,0.2,24.5,3.1,0.4,0.1,0.6,3.5,32.4,1.2,31.2,19.4,2.2,0.1,0.1,4.7,2.7,0.5,0.8,0.1,0.1,54.9,20.9,6.5,2.2,13.4,5.5,1.9,9.3,5.8,3.7,72.4,0.0,0,-0.63
16075,12690,12696,24.59,16.5,31.0,35.49,36.6,29.41,11.3,34.0,40.71,34.0,75.8,0.2,16.8,0.6,0.8,0.1,0.5,5.1,24.1,1.5,22.6,20.3,2.3,0.1,0.0,3.7,2.6,0.2,0.2,0.1,0.2,56.1,20.6,6.4,2.8,10.4,4.3,1.7,12.6,7.6,4.0,74.1,58.76,0,-0.59
16077,3976,3902,26.14,16.0,28.4,36.74,33.8,30.62,10.4,28.1,41.02,28.1,61.3,0.2,33.3,2.2,0.2,0.1,0.3,2.4,38.7,0.7,38.0,19.8,1.9,0.1,0.1,3.8,2.1,0.3,0.4,0.0,0.1,57.8,24.3,5.6,2.0,11.2,4.6,2.3,9.7,5.3,4.5,73.9,0.0,0,-0.41
16079,6632,6537,21.35,17.1,41.4,32.05,47.8,26.82,11.6,42.3,38.42,42.3,89.4,0.1,3.4,1.1,0.4,0.0,0.6,4.9,10.5,1.1,9.4,19.9,3.4,0.1,0.1,2.9,2.8,0.4,0.6,0.2,0.2,45.0,11.7,7.6,2.6,17.6,7.8,1.6,16.0,9.6,2.9,71.8,0.0,0,-0.42
16081,6059,5571,27.68,22.0,24.3,43.68,30.3,37.02,12.5,24.6,49.52,24.6,78.6,0.1,17.4,0.2,0.4,0.0,0.3,2.9,21.3,0.8,20.5,20.8,3.0,0.1,0.1,2.9,4.0,0.2,0.1,0.0,0.0,55.8,24.2,8.3,1.6,12.8,3.3,1.9,9.8,4.2,3.3,72.5,0.0,1,0.07
16083,44592,45454,28.68,16.7,26.6,40.28,31.7,33.78,10.2,29.4,43.98,29.4,75.7,1.1,16.9,0.6,1.6,0.2,0.3,3.6,24.3,3.0,21.3,18.8,2.6,0.1,0.1,3.7,3.1,0.6,0.6,0.4,0.3,52.0,21.6,7.4,3.0,11.3,3.7,2.0,13.2,7.1,4.6,68.0,65.31,0,-0.45
16085,5976,5770,20.26,18.2,43.3,32.46,49.3,25.72,12.5,42.7,38.22,42.7,89.1,0.1,5.1,0.5,0.5,0.1,0.7,4.0,11.0,1.3,9.7,24.1,2.6,0.1,0.0,2.2,2.8,0.5,0.2,0.3,0.2,55.3,14.6,5.9,1.2,15.7,7.1,1.4,12.6,6.3,2.7,77.2,31.46,0,-0.14
16087,5165,5335,19.91,16.1,39.8,30.81,45.0,25.18,11.1,40.9,36.28,40.9,77.3,0.2,15.8,0.7,0.8,0.1,0.5,4.6,22.7,1.5,21.2,20.8,2.3,0.1,0.1,4.2,2.2,0.4,0.7,0.1,0.1,53.7,16.4,6.0,2.2,12.1,5.7,1.2,12.9,8.5,4.5,75.2,52.42,0,-0.58
17001,32162,33575,26.67,17.3,32.7,37.97,38.7,30.87,11.5,36.2,42.37,36.2,88.8,3.7,2.0,0.1,0.8,0.1,0.3,4.2,11.2,4.8,6.4,19.6,3.0,0.1,0.1,2.0,2.2,0.7,0.7,0.6,0.4,47.3,16.2,7.5,2.7,13.9,4.3,1.3,17.2,9.7,4.7,71.5,66.06,0,-0.46
17003,2565,2675,21.71,17.2,41.1,32.51,47.5,25.54,12.5,43.6,38.04,43.6,62.5,30.8,1.6,0.4,0.1,0.0,0.2,4.5,37.6,31.1,6.5,16.7,2.6,0.1,0.1,3.4,2.4,0.6,0.5,0.2,0.2,37.0,9.4,6.3,2.1,18.5,6.6,1.8,19.3,11.7,5.0,74.3,3.05,0,-0.14
17005,9071,7654,34.27,19.2,29.6,47.17,35.9,30.56,11.7,38.2,42.26,38.2,85.3,6.4,3.6,0.3,0.6,0.1,0.6,3.2,14.8,7.6,7.2,18.3,2.5,0.1,0.1,1.8,2.0,6.4,2.1,5.1,0.4,49.9,15.6,6.8,2.4,13.6,4.7,1.5,16.1,10.0,3.6,76.7,40.45,0,-0.41
17007,26715,26733,25.39,20.0,28.5,38.29,35.6,31.44,14.2,30.7,45.64,30.7,68.6,2.2,24.1,0.1,1.2,0.0,0.3,3.4,31.3,3.7,27.6,20.2,2.4,0.1,0.1,4.0,1.9,0.2,0.3,0.0,0.0,56.6,21.9,7.1,3.1,10.3,3.6,1.5,11.2,6.7,4.7,78.4,70.6,0,-0.13
17009,3915,2329,37.91,23.1,25.4,54.51,31.9,28.28,12.2,35.9,40.48,35.9,76.3,16.6,4.5,0.1,0.2,0.0,0.0,2.3,23.7,16.8,6.9,15.5,1.8,0.1,0.0,1.2,1.7,26.2,0.9,0.2,0.1,49.9,17.2,5.9,2.1,18.0,5.5,1.3,16.5,9.3,3.5,76.6,0.0,0,-0.57
17011,16419,16825,24.51,17.8,35.5,35.71,42.1,28.08,12.0,39.7,40.08,39.7,85.8,0.8,9.3,0.1,0.9,0.1,0.2,2.9,14.3,1.9,12.4,20.1,3.2,0.1,0.1,2.3,1.9,0.4,0.7,0.2,0.1,47.4,14.9,7.7,3.2,14.9,5.1,1.4,16.8,10.1,4.1,74.8,45.02,0,-0.21
17013,2233,2204,20.29,18.3,40.7,32.29,47.0,24.74,13.4,42.1,38.14,42.1,95.0,0.2,1.4,0.1,0.2,0.0,0.1,3.0,5.0,0.5,4.5,23.4,1.7,0.2,0.1,1.9,1.3,0.5,1.1,0.2,0.3,56.9,17.3,4.3,1.6,14.1,5.5,1.2,13.1,8.7,2.1,85.5,0.0,0,-0.49
17015,8407,7295,27.6,18.9,36.5,40.3,42.7,26.04,11.5,43.3,37.54,43.3,87.5,4.3,4.8,0.3,0.3,0.0,0.2,2.5,12.4,4.8,7.6,20.4,3.1,0.1,0.1,1.6,1.7,7.2,0.5,0.0,0.0,49.3,13.0,7.8,2.9,16.2,6.4,1.5,15.6,9.7,3.3,77.7,0.0,0,-0.29
17017,6509,6533,27.34,19.3,28.1,40.54,34.2,32.59,11.7,31.6,44.29,31.6,69.5,5.4,21.4,0.3,0.9,0.3,0.1,2.2,30.6,6.4,24.2,18.1,3.5,0.1,0.0,3.7,2.8,0.2,0.5,0.2,0.1,46.5,17.4,8.9,4.5,13.4,4.5,1.6,14.9,9.1,5.7,72.0,48.01,0,-0.38
17019,102121,103744,43.93,14.5,21.8,53.83,26.4,46.35,9.6,25.4,55.95,25.4,60.9,13.7,8.1,0.1,11.9,0.0,0.4,4.9,39.1,26.0,13.1,15.0,2.6,0.2,0.2,2.4,7.2,0.2,0.3,3.5,3.2,37.0,14.2,6.9,1.9,16.9,3.1,1.3,18.0,6.3,5.3,51.4,84.05,1,0.23
17021,17946,16086,27.26,20.9,32.6,41.36,39.4,28.59,12.1,38.3,40.69,38.3,91.8,1.1,3.2,0.2,0.5,0.0,0.2,3.0,8.2,1.8,6.4,17.9,3.0,0.1,0.1,2.0,1.9,7.9,0.5,0.1,0.0,44.8,14.6,7.8,3.0,15.2,5.4,1.6,17.9,10.7,4.5,74.0,49.31,0,-0.44
17023,7663,7792,24.27,18.7,33.9,36.07,40.8,28.43,12.0,37.9,40.43,37.9,95.0,0.3,1.6,0.2,0.3,0.0,0.2,2.4,5.0,0.8,4.2,21.3,2.9,0.1,0.0,1.9,1.9,0.8,0.7,0.0,0.0,50.8,17.0,6.8,3.0,13.7,4.3,1.4,16.2,10.3,3.3,76.2,0.0,0,-0.5
17025,6544,6744,24.54,17.2,34.7,35.74,40.7,28.74,11.7,37.1,40.44,37.1,93.9,0.2,1.7,0.2,0.6,0.0,0.1,3.2,6.0,0.9,5.1,20.4,2.7,0.1,0.1,2.1,2.2,0.4,0.7,0.5,0.5,49.8,16.7,6.8,3.0,14.4,4.5,1.4,16.2,10.0,4.4,78.2,36.07,0,-0.65
17027,19042,17857,28.16,19.0,31.1,40.56,37.7,30.37,12.2,35.7,42.57,35.7,89.0,3.1,3.8,0.2,0.5,0.0,0.3,3.2,11.1,3.9,7.2,21.3,2.5,0.0,0.1,1.7,1.7,3.7,0.5,0.3,0.2,55.1,20.4,6.5,2.3,12.8,4.5,1.1,14.1,8.6,3.5,79.6,19.78,0,-0.51
17029,22737,24126,32.34,16.7,30.2,43.74,35.5,36.92,10.5,34.2,47.42,34.2,86.1,4.4,3.8,0.2,1.3,0.1,0.5,3.8,14.1,6.2,7.9,17.2,3.2,0.1,0.1,2.2,3.7,0.8,0.9,1.6,2.4,41.0,13.6,7.9,2.9,16.1,4.5,1.4,19.0,9.6,4.5,61.1,73.67,0,-0.26
17031,2555621,2719920,33.25,19.1,25.6,46.15,31.8,38.58,12.3,29.2,50.88,29.2,40.5,22.5,26.2,0.1,7.7,0.0,0.4,2.6,59.5,30.6,28.9,15.0,2.5,0.2,0.2,6.0,3.4,0.4,0.4,0.4,0.4,38.5,15.5,6.8,1.9,14.8,3.6,1.4,17.7,7.3,5.8,54.3,99.95,1,0.5
17033,9780,8899,27.77,19.0,33.3,40.17,39.9,29.13,11.4,39.1,40.53,39.1,90.7,3.3,2.4,0.2,0.4,0.0,0.2,2.9,9.4,3.9,5.5,20.2,2.7,0.1,0.1,1.8,1.7,6.0,0.7,0.3,0.1,50.8,16.6,6.9,2.5,13.9,5.1,1.6,16.3,10.3,3.2,79.9,32.84,0,-0.51
17035,5201,5249,24.08,18.6,34.2,36.08,40.8,28.7,11.5,37.4,40.2,37.4,95.2,0.3,1.1,0.1,0.2,0.0,0.2,3.0,4.9,0.7,4.2,22.6,2.5,0.1,0.0,1.7,1.6,0.3,0.6,0.0,0.0,55.4,18.7,6.6,2.6,13.7,4.8,1.4,13.0,8.1,3.5,83.2,0.0,0,-0.59
17037,49513,50907,35.2,16.9,24.7,46.6,30.2,39.93,10.8,27.7,50.73,27.7,71.0,8.7,13.5,0.1,2.3,0.0,0.3,4.1,29.0,11.3,17.7,17.3,3.0,0.2,0.1,3.0,3.5,0.2,0.6,1.9,2.1,45.4,18.0,8.2,2.8,14.0,3.3,1.5,14.7,6.4,5.8,61.0,78.24,1,0.06
17039,7655,7861,24.16,18.7,34.6,36.36,41.1,30.43,12.1,36.9,42.53,36.9,92.6,0.7,3.3,0.1,0.3,0.1,0.1,2.8,7.4,1.1,6.3,20.5,3.4,0.2,0.1,2.1,1.8,0.4,0.6,0.1,0.1,48.4,15.5,7.9,2.9,14.7,4.6,1.4,15.6,8.8,4.7,75.1,47.2,0,-0.43
17041,9762,9978,26.14,16.8,31.1,37.64,36.4,31.21,11.1,34.1,42.31,34.1,88.2,0.3,7.9,0.1,0.5,0.0,0.2,2.6,11.6,1.0,10.6,20.9,2.3,0.1,0.1,2.3,1.7,0.4,0.6,0.0,0.1,53.5,20.2,5.9,2.4,12.8,4.1,1.4,14.6,8.5,4.0,74.6,25.04,0,-0.44
17043,456572,476305,28.33,19.6,28.7,41.23,35.4,32.99,13.2,32.3,46.19,32.3,63.4,4.7,15.5,0.1,12.8,0.0,0.4,3.2,36.7,17.9,18.8,20.7,1.8,0.1,0.1,4.1,1.7,0.3,0.5,0.3,0.4,55.9,23.6,5.1,1.4,10.6,3.1,1.1,14.0,7.3,3.8,72.3,99.81,1,0.18
17045,8238,8628,23.27,19.1,36.2,36.17,42.4,28.14,11.3,40.9,39.44,40.9,94.9,0.5,1.3,0.1,0.3,0.0,0.2,2.7,5.1,1.0,4.1,19.4,3.2,0.2,0.1,2.5,2.4,0.6,1.3,0.1,0.1,45.6,13.8,7.8,2.8,15.1,5.5,1.5,17.3,10.6,4.4,72.2,49.31,0,-0.52
17047,3043,3202,23.2,18.5,35.5,35.3,41.9,28.77,11.2,37.2,39.97,37.2,96.0,0.3,1.0,0.1,0.3,0.1,0.2,2.0,4.0,0.8,3.2,21.5,2.9,0.0,0.1,1.9,1.9,0.1,0.2,0.0,0.0,50.2,16.9,6.9,2.7,15.4,5.1,1.3,15.7,10.8,4.2,80.0,0.0,0,-0.7
17049,17226,17442,26.8,17.1,32.0,37.9,38.0,31.05,10.9,35.8,41.95,35.8,93.3,0.4,2.5,0.1,0.7,0.0,0.1,2.7,6.5,1.2,5.3,21.6,2.5,0.1,0.0,1.7,1.6,0.3,0.6,0.1,0.1,53.3,19.2,6.3,2.5,13.5,4.3,1.4,15.3,8.9,3.7,76.7,40.35,0,-0.59
17051,11818,9670,30.28,21.0,29.0,44.18,36.1,29.04,11.8,37.0,40.84,37.0,90.4,3.6,3.1,0.4,0.3,0.0,0.1,2.1,9.6,4.0,5.6,18.8,2.5,0.1,0.1,1.9,1.9,10.5,0.5,0.2,0.1,51.3,17.1,6.8,2.8,13.8,5.3,1.6,14.9,9.6,3.6,78.4,37.74,0,-0.61
17053,6703,6831,24.67,17.7,34.0,36.37,40.0,29.17,11.6,38.2,40.77,38.2,90.6,0.6,4.1,0.2,0.4,0.0,0.3,3.8,9.4,1.3,8.1,20.5,2.7,0.1,0.0,2.0,1.8,0.9,1.3,0.0,0.0,49.3,17.0,6.8,3.2,14.4,4.7,1.6,16.9,9.9,4.2,73.6,33.46,0,-0.47
17055,18722,19082,24.03,18.4,34.7,36.03,41.1,29.44,12.6,37.9,42.04,37.9,93.1,0.4,1.7,0.2,0.3,0.0,0.2,4.0,6.8,0.9,5.9,19.3,3.1,0.1,0.1,2.6,2.4,0.3,0.4,0.0,0.0,45.3,14.5,7.3,3.1,15.4,6.0,1.6,16.6,9.9,4.6,73.2,40.81,0,-0.47
17057,17396,16213,27.22,20.1,33.4,40.52,40.2,28.32,12.0,39.5,40.32,39.5,91.1,3.3,2.2,0.2,0.2,0.0,0.2,2.8,8.9,3.7,5.2,19.1,3.2,0.1,0.1,1.9,2.0,5.2,0.6,0.1,0.0,46.0,14.1,8.0,3.0,15.6,5.6,1.4,16.8,10.4,4.3,75.5,39.21,0,-0.2
17059,2410,2536,21.44,17.5,40.0,33.14,45.8,28.04,11.8,40.0,39.84,40.0,94.7,0.5,1.1,0.1,0.5,0.0,0.1,3.1,5.4,1.1,4.3,20.8,2.0,0.0,0.2,2.3,1.3,0.9,0.7,0.0,0.0,48.1,14.7,4.4,1.4,16.1,7.5,1.6,17.4,10.7,4.0,79.6,0.0,0,-0.52
17061,5943,6042,23.67,18.0,35.7,35.07,42.3,27.78,12.0,38.1,39.78,38.1,95.5,0.2,0.9,0.1,0.2,0.0,0.2,2.9,4.5,0.6,3.9,20.1,3.3,0.1,0.1,2.1,2.1,0.4,0.7,0.0,0.0,48.1,15.2,8.2,3.6,15.0,5.9,1.6,15.7,9.9,3.8,76.1,0.0,0,-0.54
17063,26227,26306,27.12,20.0,26.8,40.22,33.7,33.23,13.2,29.7,46.43,29.7,82.8,1.6,10.9,0.1,0.9,0.0,0.2,3.5,17.2,2.7,14.5,20.1,2.8,0.1,0.1,2.5,1.9,0.1,0.3,0.0,0.0,53.1,22.1,7.5,3.0,12.7,3.8,1.6,12.2,7.2,4.5,73.5,74.97,0,-0.26
17065,3949,4044,24.74,16.8,35.1,35.54,41.1,29.05,11.1,38.0,40.15,38.0,94.8,0.5,1.2,0.2,0.2,0.0,0.0,3.2,5.3,0.7,4.6,20.9,2.4,0.1,0.2,2.0,2.3,0.3,0.4,0.2,0.2,49.8,17.1,5.9,2.3,14.7,5.6,1.9,15.3,9.5,4.6,78.7,0.0,0,-0.6
17067,8756,8864,22.6,16.9,38.5,33.4,44.6,27.31,11.1,41.1,38.41,41.1,94.2,0.4,1.8,0.2,0.3,0.0,0.2,2.8,5.7,0.9,4.8,21.9,2.6,0.1,0.1,2.0,1.8,0.3,0.6,0.0,0.1,51.2,15.6,6.3,2.1,15.0,5.7,1.4,15.7,9.8,3.5,80.8,15.97,0,-0.49
17069,1802,1847,19.18,18.2,44.8,29.58,52.6,22.8,11.8,46.8,34.6,46.8,92.5,0.3,1.8,0.0,0.5,0.1,0.1,4.8,7.6,0.9,6.7,18.9,3.1,0.1,0.1,3.2,2.7,0.1,0.4,0.5,0.4,41.0,9.6,7.2,3.0,18.9,8.9,1.4,18.6,11.5,3.9,77.5,0.0,0,-0.57
17071,3184,3203,19.28,18.1,42.6,31.08,48.9,24.74,12.5,45.3,37.24,45.3,94.9,0.5,1.8,0.1,0.2,0.1,0.0,2.5,5.2,0.7,4.5,22.7,2.9,0.1,0.1,2.0,1.5,0.3,0.5,0.0,0.0,51.4,12.7,6.9,2.8,14.6,6.2,1.2,16.2,9.8,2.9,80.3,0.53,0,-0.33
17073,24534,24750,24.3,18.2,34.2,36.4,40.3,27.95,12.0,37.6,39.95,37.6,87.4,2.1,6.4,0.1,0.4,0.0,0.2,3.3,12.5,2.7,9.8,21.3,2.7,0.1,0.1,1.9,1.6,0.9,0.5,0.1,0.0,51.9,17.5,6.8,2.8,13.6,4.8,1.5,15.0,9.5,4.2,78.5,50.2,0,-0.21
17075,13475,13602,23.96,16.9,36.0,35.06,41.8,27.42,11.6,40.2,39.02,40.2,87.2,0.8,7.7,0.1,0.4,0.0,0.2,3.7,12.9,1.4,11.5,20.8,2.7,0.1,0.1,2.6,1.9,0.6,0.8,0.1,0.0,50.7,16.4,6.9,3.2,13.4,5.3,1.4,15.4,9.6,3.6,76.5,17.25,0,-0.56
17077,26338,26636,37.34,15.2,27.6,47.54,32.6,40.29,10.0,30.6,50.29,30.6,70.8,14.2,5.4,0.2,3.9,0.0,0.5,5.1,29.3,18.6,10.7,15.0,3.1,0.2,0.2,2.5,4.8,0.7,0.4,2.7,2.1,34.7,11.2,7.5,2.1,19.6,4.6,1.3,19.1,7.6,5.7,52.1,59.05,1,0.01
17079,4693,4594,22.91,17.1,36.6,34.81,41.8,27.87,12.3,38.6,40.17,38.6,96.2,0.2,0.9,0.2,0.2,0.0,0.2,2.0,3.7,0.6,3.1,23.1,2.1,0.1,0.1,1.4,1.7,0.2,0.3,0.5,0.2,56.3,18.9,5.3,2.1,13.9,4.9,1.3,13.9,9.1,3.0,83.8,0.0,0,-0.62
17081,18852,18261,26.12,19.2,32.6,38.72,39.2,29.71,11.6,36.3,41.31,36.3,84.0,7.5,2.4,0.2,0.9,0.0,0.2,4.7,15.9,8.6,7.3,18.7,2.7,0.1,0.1,2.5,2.2,3.7,0.5,0.2,0.2,46.7,15.1,6.9,3.1,14.7,5.0,1.7,16.0,9.0,5.2,73.1,41.19,0,-0.45
17083,10576,10936,25.52,17.6,35.4,36.82,41.7,29.74,12.0,38.8,41.74,38.8,93.5,0.7,1.5,0.1,0.3,0.0,0.1,3.7,6.4,1.1,5.3,21.0,2.3,0.1,0.1,2.2,2.4,0.4,0.9,1.0,0.9,52.5,17.3,6.1,2.0,12.8,4.7,1.2,15.5,9.2,3.7,78.1,40.59,0,-0.48
17085,11045,10990,20.98,16.7,42.4,31.78,48.3,23.82,11.8,45.9,35.62,45.9,92.4,0.5,3.9,0.1,0.4,0.0,0.2,2.4,7.5,1.1,6.4,22.7,2.7,0.2,0.1,1.7,1.5,0.3,0.5,0.1,0.0,51.3,13.6,6.6,2.3,14.7,6.1,1.4,16.4,10.4,3.4,79.1,11.61,0,-0.16
17087,7818,5490,34.09,21.1,29.6,48.19,36.6,26.9,11.7,41.0,38.6,41.0,81.9,10.7,4.1,0.2,0.1,0.0,0.1,2.9,18.1,10.9,7.2,18.3,1.9,0.1,0.1,1.9,1.4,18.1,0.2,0.0,0.1,53.2,16.1,5.7,1.9,13.0,5.6,1.4,14.6,9.2,3.7,81.6,0.0,0,-0.58
17089,255599,260923,28.27,20.2,25.9,41.67,32.7,33.48,13.6,29.0,47.08,29.0,54.7,5.1,32.8,0.1,4.1,0.0,0.3,2.9,45.3,9.5,35.8,19.2,2.1,0.1,0.1,5.2,2.3,0.3,0.4,0.2,0.2,55.4,23.8,6.4,2.5,9.7,2.9,1.5,12.2,6.8,4.9,73.7,95.98,1,0.14
