GEOID,TOTAL_VOTES,DEM_VOTES,DEM_SHARE,REP_VOTES,REP_SHARE,THRD_VOTES,THRD_SHARE,PARTY_WIN,PARTY_LEAD, 
17065,4372,824,18.85,3432,78.5,116,2.65,0,-0.6,
17067,9383,2315,24.67,6906,73.6,162,1.73,0,-0.49,
17069,2186,449,20.54,1691,77.36,46,2.1,0,-0.57,
17071,3647,1187,32.55,2394,65.64,66,1.81,0,-0.33,
17073,25635,9797,38.22,15300,59.68,538,2.1,0,-0.21,
17075,14120,2908,20.59,10877,77.03,335,2.37,0,-0.56,
17077,22895,11181,48.84,10890,47.56,824,3.6,1,0.01,
17079,5623,1007,17.91,4494,79.92,122,2.17,0,-0.62,
17081,17404,4608,26.48,12476,71.68,320,1.84,0,-0.45,
17083,12031,2961,24.61,8712,72.41,358,2.98,0,-0.48,
17085,12609,5109,40.52,7166,56.83,334,2.65,0,-0.16,
17087,6498,1281,19.71,5059,77.85,158,2.43,0,-0.58,
17089,234723,130166,55.46,96775,41.23,7782,3.32,1,0.14,
17091,50303,20271,40.3,28532,56.72,1500,2.98,0,-0.16,
17093,63971,33168,51.85,29492,46.1,1311,2.05,1,0.06,
17095,23246,10703,46.04,12009,51.66,534,2.3,0,-0.06,
17097,337976,204032,60.37,123594,36.57,10350,3.06,1,0.24,
17099,53590,22442,41.88,30113,56.19,1035,1.93,0,-0.14,
17101,6411,1419,22.13,4886,76.21,106,1.65,0,-0.54,
17103,16547,6407,38.72,9630,58.2,510,3.08,0,-0.19,
17105,17334,4615,26.62,12208,70.43,511,2.95,0,-0.44,
17107,13427,3840,28.6,9136,68.04,451,3.36,0,-0.39,
17109,12414,4992,40.21,7027,56.61,395,3.18,0,-0.16,
17111,165515,78154,47.22,82260,49.7,5101,3.08,0,-0.02,
17113,87920,43933,49.97,40502,46.07,3485,3.96,1,0.04,
17115,49811,19847,39.84,28589,57.39,1375,2.76,0,-0.18,
17117,24206,7365,30.43,16153,66.73,688,2.84,0,-0.36,
17119,137135,57836,42.17,76031,55.44,3268,2.38,0,-0.13,
17121,17600,4524,25.7,12678,72.03,398,2.26,0,-0.46,
17123,6334,2005,31.65,4197,66.26,132,2.08,0,-0.35,
17125,6823,1985,29.09,4654,68.21,184,2.7,0,-0.39,
17127,6854,1725,25.17,4997,72.91,132,1.93,0,-0.48,
17129,6928,2022,29.19,4764,68.76,142,2.05,0,-0.4,
17131,8893,3280,36.88,5418,60.92,195,2.19,0,-0.24,
17133,21321,6569,30.81,14142,66.33,610,2.86,0,-0.36,
17135,13727,3905,28.45,9544,69.53,278,2.03,0,-0.41,
17137,15430,5076,32.9,9950,64.48,404,2.62,0,-0.32,
17139,6796,1662,24.46,4964,73.04,170,2.5,0,-0.49,
17141,26272,9428,35.89,16248,61.85,596,2.27,0,-0.26,
17143,85167,43578,51.17,38252,44.91,3337,3.92,1,0.06,
17145,10146,2612,25.74,7313,72.08,221,2.18,0,-0.46,
17147,9934,3329,33.51,6248,62.9,357,3.59,0,-0.29,
17149,8001,1484,18.55,6332,79.14,185,2.31,0,-0.61,
17151,2194,433,19.74,1722,78.49,39,1.78,0,-0.59,
17153,2647,891,33.66,1699,64.19,57,2.15,0,-0.31,
17155,3419,1338,39.13,1993,58.29,88,2.57,0,-0.19,
17157,15017,3592,23.92,11076,73.76,349,2.32,0,-0.5,
17159,8133,1830,22.5,6089,74.87,214,2.63,0,-0.52,
17161,67337,36691,54.49,28603,42.48,2043,3.03,1,0.12,
17163,129080,68325,52.93,57150,44.27,3605,2.79,1,0.09,
17165,11167,2789,24.98,8103,72.56,275,2.46,0,-0.48,
17167,104751,48917,46.7,53485,51.06,2349,2.24,0,-0.04,
17169,3945,1068,27.07,2773,70.29,104,2.64,0,-0.43,
17171,2758,572,20.74,2114,76.65,72,2.61,0,-0.56,
17173,12164,2504,20.59,9426,77.49,234,1.92,0,-0.57,
17175,2883,815,28.27,2004,69.51,64,2.22,0,-0.41,
17177,22250,9055,40.7,12521,56.27,674,3.03,0,-0.16,
17179,69676,24819,35.62,42513,61.02,2344,3.36,0,-0.25,
17181,8991,2579,28.68,6161,68.52,251,2.79,0,-0.4,
17183,31734,10323,32.53,20725,65.31,686,2.16,0,-0.33,
17185,5593,1253,22.4,4237,75.76,103,1.84,0,-0.53,
17187,7992,3090,38.66,4676,58.51,226,2.83,0,-0.2,
17189,7967,1641,20.6,6115,76.75,211,2.65,0,-0.56,
17191,8539,1187,13.9,7176,84.04,176,2.06,0,-0.7,
17193,7470,1517,20.31,5791,77.52,162,2.17,0,-0.57,
17195,27623,12253,44.36,14527,52.59,843,3.05,0,-0.08,
17197,345095,183915,53.29,155116,44.95,6064,1.76,1,0.08,
17199,33652,10206,30.33,22801,67.76,645,1.92,0,-0.37,
17201,128895,64056,49.7,60861,47.22,3978,3.09,1,0.02,
17203,21432,6160,28.74,14799,69.05,473,2.21,0,-0.4,
18001,14209,3236,22.77,10686,75.21,287,2.02,0,-0.52,
18003,169082,73189,43.29,92083,54.46,3810,2.25,0,-0.11,
18005,36235,12934,35.69,22410,61.85,891,2.46,0,-0.26,
18007,4114,1009,24.53,3007,73.09,98,2.38,0,-0.49,
18009,5351,1376,25.71,3841,71.78,134,2.5,0,-0.46,
18011,38520,15244,39.57,22351,58.02,925,2.4,0,-0.18,
18013,8981,3036,33.8,5777,64.32,168,1.87,0,-0.31,
18015,9495,2224,23.42,7086,74.63,185,1.95,0,-0.51,
18017,15198,4304,28.32,10552,69.43,342,2.25,0,-0.41,
18019,57869,23093,39.91,33668,58.18,1108,1.91,0,-0.18,
18021,12267,2552,20.8,9499,77.44,216,1.76,0,-0.57,
18023,12949,3361,25.96,9334,72.08,254,1.96,0,-0.46,
18025,4944,1355,27.41,3483,70.45,106,2.14,0,-0.43,
18027,11954,2169,18.14,9576,80.11,209,1.75,0,-0.62,
18029,25383,5446,21.46,19528,76.93,409,1.61,0,-0.55,
18031,12287,2439,19.85,9575,77.93,273,2.22,0,-0.58,
18033,19628,4966,25.3,14237,72.53,425,2.17,0,-0.47,
18035,48191,20474,42.49,26827,55.67,890,1.85,0,-0.13,
18037,21770,6292,28.9,15033,69.05,445,2.04,0,-0.4,
18039,74387,26108,35.1,46972,63.15,1307,1.76,0,-0.28,
18041,10136,2237,22.07,7755,76.51,144,1.42,0,-0.54,
18043,41802,17511,41.89,23400,55.98,891,2.13,0,-0.14,
18045,7986,1629,20.4,6154,77.06,203,2.54,0,-0.57,
18047,12000,2137,17.81,9691,80.76,172,1.43,0,-0.63,
18049,9147,2280,24.93,6694,73.18,173,1.89,0,-0.48,
18051,16161,4023,24.89,11817,73.12,321,1.99,0,-0.48,
18053,27159,8015,29.51,18543,68.28,601,2.21,0,-0.39,
18055,14784,3389,22.92,11103,75.1,292,1.98,0,-0.52,
18057,193999,88390,45.56,101587,52.36,4022,2.07,0,-0.07,
18059,42911,12895,30.05,28996,67.57,1020,2.38,0,-0.38,
18061,20236,5343,26.4,14565,71.98,328,1.62,0,-0.46,
18063,88505,32604,36.84,53802,60.79,2099,2.37,0,-0.24,
18065,21030,5544,26.36,15043,71.53,443,2.11,0,-0.45,
18067,40630,13303,32.74,26449,65.1,878,2.16,0,-0.32,
18069,17829,4255,23.87,13147,73.74,427,2.39,0,-0.5,
18071,19238,4302,22.36,14555,75.66,381,1.98,0,-0.53,
18073,15475,3798,24.54,11383,73.56,294,1.9,0,-0.49,
18075,8461,1926,22.76,6361,75.18,174,2.06,0,-0.52,
18077,14697,4731,32.19,9663,65.75,303,2.06,0,-0.34,
18079,12251,2523,20.59,9490,77.46,238,1.94,0,-0.57,
18081,77618,24736,31.87,51219,65.99,1663,2.14,0,-0.34,
18083,16011,4067,25.4,11655,72.79,289,1.81,0,-0.47,
18085,35787,8364,23.37,26499,74.05,924,2.58,0,-0.51,
18087,10633,2355,22.15,8110,76.27,168,1.58,0,-0.54,
18089,219956,124870,56.77,91760,41.72,3326,1.51,1,0.15,
18091,49392,22427,45.41,25997,52.63,968,1.96,0,-0.07,
18093,21025,4961,23.6,15601,74.2,463,2.2,0,-0.51,
18095,51793,19524,37.7,31215,60.27,1054,2.04,0,-0.23,
18097,389619,247772,63.59,134175,34.44,7672,1.97,1,0.29,
18099,19927,5712,28.66,13844,69.47,371,1.86,0,-0.41,
18101,5144,1011,19.65,4029,78.32,104,2.02,0,-0.59,
18103,14473,3235,22.35,10925,75.49,313,2.16,0,-0.53,
18105,63151,39861,63.12,22071,34.95,1219,1.93,1,0.28,
18107,17198,4213,24.5,12659,73.61,326,1.9,0,-0.49,
18109,36159,7781,21.52,27512,76.09,866,2.39,0,-0.55,
18111,6591,1509,22.89,4942,74.98,140,2.12,0,-0.52,
18113,19190,4660,24.28,14195,73.97,335,1.75,0,-0.5,
18115,3075,668,21.72,2054,66.8,353,11.48,0,-0.45,
18117,8832,2224,25.18,6432,72.83,176,1.99,0,-0.48,
18119,9904,2420,24.43,7286,73.57,198,2,0,-0.49,
18121,7013,1503,21.43,5400,77,110,1.57,0,-0.56,
18123,8722,3203,36.72,5345,61.28,174,1.99,0,-0.25,
18125,6220,1415,22.75,4692,75.43,113,1.82,0,-0.53,
18127,86509,39746,45.94,45008,52.03,1755,2.03,0,-0.06,
18129,13236,3811,28.79,9206,69.55,219,1.65,0,-0.41,
18131,5806,1463,25.2,4246,73.13,97,1.67,0,-0.48,
18133,16597,3946,23.78,12278,73.98,373,2.25,0,-0.5,
18135,11070,2513,22.7,8312,75.09,245,2.21,0,-0.52,
18137,14271,2774,19.44,11261,78.91,236,1.65,0,-0.59,
18139,7932,1754,22.11,6035,76.08,143,1.8,0,-0.54,
18141,10167,2701,26.57,7331,72.11,135,1.33,0,-0.46,
18143,19991,5023,25.13,14568,72.87,400,2,0,-0.48,
18145,10769,3213,29.84,7357,68.32,199,1.85,0,-0.38,
18147,115238,59896,51.98,53164,46.13,2178,1.89,1,0.06,
18149,10290,2650,25.75,7466,72.56,174,1.69,0,-0.47,
18151,16162,4513,27.92,11327,70.08,322,1.99,0,-0.42,
18153,8994,2153,23.94,6691,74.39,150,1.67,0,-0.5,
18155,4154,964,23.21,3133,75.42,57,1.37,0,-0.52,
18157,71448,35017,49.01,34581,48.4,1850,2.59,1,0.01,
18159,8116,1834,22.6,6110,75.28,172,2.12,0,-0.53,
18161,3483,736,21.13,2688,77.17,59,1.69,0,-0.56,
18163,77662,34415,44.31,41844,53.88,1403,1.81,0,-0.1,
18165,7481,2145,28.67,5184,69.3,152,2.03,0,-0.41,
18167,43594,18123,41.57,24545,56.3,926,2.12,0,-0.15,
18169,14576,3494,23.97,10762,73.83,320,2.2,0,-0.5,
18171,4472,974,21.78,3401,76.05,97,2.17,0,-0.54,
18173,33829,11923,35.24,21326,63.04,580,1.71,0,-0.28,
18175,12139,2784,22.93,9114,75.08,241,1.99,0,-0.52,
18177,27679,9524,34.41,17567,63.47,588,2.12,0,-0.29,
18179,14050,2928,20.84,10855,77.26,267,1.9,0,-0.56,
18181,11166,3032,27.15,7957,71.26,177,1.59,0,-0.44,
18183,17556,4234,24.12,12862,73.26,460,2.62,0,-0.49,
19001,4177,1198,28.68,2917,69.83,62,1.48,0,-0.41,
19003,2160,590,27.31,1530,70.83,40,1.85,0,-0.44,
19005,7422,2576,34.71,4735,63.8,111,1.5,0,-0.29,
19007,6516,1891,29.02,4512,69.24,113,1.73,0,-0.4,
19009,3420,1071,31.32,2295,67.11,54,1.58,0,-0.36,
19011,14642,5160,35.24,9188,62.75,294,2.01,0,-0.28,
19013,66593,35647,53.53,29640,44.51,1306,1.96,1,0.09,
19015,15340,6303,41.09,8695,56.68,342,2.23,0,-0.16,
19017,14546,5958,40.96,8294,57.02,294,2.02,0,-0.16,
19019,10774,4169,38.7,6420,59.59,185,1.72,0,-0.21,
19021,8167,2961,36.26,5056,61.91,150,1.84,0,-0.26,
19023,8098,2424,29.93,5542,68.44,132,1.63,0,-0.39,
19025,5258,1470,27.96,3689,70.16,99,1.88,0,-0.42,
19027,11335,3454,30.47,7737,68.26,144,1.27,0,-0.38,
19029,7276,2201,30.25,4969,68.29,106,1.46,0,-0.38,
19031,10703,4337,40.52,6161,57.56,205,1.92,0,-0.17,
19033,23801,10941,45.97,12442,52.28,418,1.76,0,-0.06,
19035,6518,1936,29.7,4495,68.96,87,1.33,0,-0.39,
19037,6631,2233,33.68,4308,64.97,90,1.36,0,-0.31,
19039,4670,1466,31.39,3144,67.32,60,1.28,0,-0.36,
19041,8969,2662,29.68,6137,68.42,170,1.9,0,-0.39,
19043,9594,3340,34.81,6106,63.64,148,1.54,0,-0.29,
19045,24687,10812,43.8,13361,54.12,514,2.08,0,-0.1,
19047,7154,2220,31.03,4854,67.85,80,1.12,0,-0.37,
19049,56022,26879,47.98,27987,49.96,1156,2.06,0,-0.02,
19051,4102,1013,24.7,3032,73.92,57,1.39,0,-0.49,
19053,3804,1120,29.44,2615,68.74,69,1.81,0,-0.39,
19055,10003,3157,31.56,6666,66.64,180,1.8,0,-0.35,
19057,19956,8893,44.56,10592,53.08,471,2.36,0,-0.09,
19059,11244,3661,32.56,7438,66.15,145,1.29,0,-0.34,
19061,53926,25657,47.58,27214,50.47,1055,1.96,0,-0.03,
19063,4853,1520,31.32,3265,67.28,68,1.4,0,-0.36,
19065,10186,3835,37.65,6145,60.33,206,2.02,0,-0.23,
19067,8032,3172,39.49,4732,58.91,128,1.59,0,-0.19,
19069,5130,1626,31.7,3422,66.71,82,1.6,0,-0.35,
19071,3857,1080,28,2711,70.29,66,1.71,0,-0.42,
19073,5057,1769,34.98,3223,63.73,65,1.29,0,-0.29,
19075,7276,2206,30.32,4929,67.74,141,1.94,0,-0.37,
19077,6371,1985,31.16,4272,67.05,114,1.79,0,-0.36,
19079,7943,2843,35.79,4956,62.39,144,1.81,0,-0.27,
19081,6172,1683,27.27,4390,71.13,99,1.6,0,-0.44,
19083,8989,2976,33.11,5850,65.08,163,1.81,0,-0.32,
19085,8155,2440,29.92,5569,68.29,146,1.79,0,-0.38,
19087,9982,3275,32.81,6507,65.19,200,2,0,-0.32,
19089,4958,1772,35.74,3127,63.07,59,1.19,0,-0.27,
19091,5327,1442,27.07,3819,71.69,66,1.24,0,-0.45,
19093,3849,917,23.82,2880,74.82,52,1.35,0,-0.51,
19095,9742,3547,36.41,6009,61.68,186,1.91,0,-0.25,
19097,11135,4029,36.18,6940,62.33,166,1.49,0,-0.26,
19099,20184,7737,38.33,12084,59.87,363,1.8,0,-0.22,
19101,8959,4319,48.21,4443,49.59,197,2.2,0,-0.01,
19103,83851,59177,70.57,22925,27.34,1749,2.09,1,0.43,
19105,10989,4213,38.34,6572,59.81,204,1.86,0,-0.21,
19107,5303,1414,26.66,3797,71.6,92,1.73,0,-0.45,
19109,9090,2696,29.66,6275,69.03,119,1.31,0,-0.39,
19111,16734,6541,39.09,9773,58.4,420,2.51,0,-0.19,
19113,127458,70874,55.61,53364,41.87,3220,2.53,1,0.14,
19115,5332,1726,32.37,3500,65.64,106,1.99,0,-0.33,
19117,4630,1284,27.73,3287,70.99,59,1.27,0,-0.43,
19119,6863,1067,15.55,5707,83.16,89,1.3,0,-0.68,
19121,9824,3134,31.9,6507,66.24,183,1.86,0,-0.34,
19123,11404,2894,25.38,8297,72.76,213,1.87,0,-0.47,
19125,19232,6178,32.12,12663,65.84,391,2.03,0,-0.34,
19127,18136,8176,45.08,9571,52.77,389,2.14,0,-0.08,
19129,8268,2508,30.33,5585,67.55,175,2.12,0,-0.37,
19131,5822,2053,35.26,3677,63.16,92,1.58,0,-0.28,
19133,4728,1407,29.76,3248,68.7,73,1.54,0,-0.39,
19135,4088,1078,26.37,2975,72.77,35,0.86,0,-0.46,
19137,5327,1583,29.72,3659,68.69,85,1.6,0,-0.39,
19139,20671,9372,45.34,10823,52.36,476,2.3,0,-0.07,
19141,7551,1569,20.78,5861,77.62,121,1.6,0,-0.57,
19143,3328,601,18.06,2690,80.83,37,1.11,0,-0.63,
19145,7528,2086,27.71,5319,70.66,123,1.63,0,-0.43,
19147,4958,1519,30.64,3370,67.97,69,1.39,0,-0.37,
19149,14188,3494,24.63,10492,73.95,202,1.42,0,-0.49,
19151,3823,933,24.4,2826,73.92,64,1.67,0,-0.5,
19153,258755,146250,56.52,106800,41.27,5705,2.2,1,0.15,
19155,45744,18575,40.61,26247,57.38,922,2.02,0,-0.17,
19157,10140,4306,42.47,5657,55.79,177,1.75,0,-0.13,
19159,2714,709,26.12,1968,72.51,37,1.36,0,-0.46,
19161,5535,1389,25.09,4061,73.37,85,1.54,0,-0.48,
19163,92599,46926,50.68,43683,47.17,1990,2.15,1,0.04,
19165,6795,1959,28.83,4697,69.12,139,2.05,0,-0.4,
19167,19051,3019,15.85,15680,82.31,352,1.85,0,-0.66,
19169,51038,29175,57.16,20340,39.85,1523,2.98,1,0.17,
19171,9048,3577,39.53,5303,58.61,168,1.86,0,-0.19,
19173,3249,746,22.96,2463,75.81,40,1.23,0,-0.53,
19175,6185,2061,33.32,4010,64.83,114,1.84,0,-0.32,
19177,3791,875,23.08,2859,75.42,57,1.5,0,-0.52,
19179,15633,5821,37.24,9516,60.87,296,1.89,0,-0.24,
19181,31039,12574,40.51,17782,57.29,683,2.2,0,-0.17,
19183,11765,4561,38.77,6971,59.25,233,1.98,0,-0.2,
19185,3109,727,23.38,2338,75.2,44,1.42,0,-0.52,
19187,17822,6613,37.11,10938,61.37,271,1.52,0,-0.24,
19189,5970,2135,35.76,3707,62.09,128,2.14,0,-0.26,
19191,12064,5617,46.56,6235,51.68,212,1.76,0,-0.05,
19193,45362,18704,41.23,25736,56.73,922,2.03,0,-0.15,
19195,4418,1596,36.12,2738,61.97,84,1.9,0,-0.26,
19197,6254,1996,31.92,4136,66.13,122,1.95,0,-0.34,
20001,5892,1570,26.65,4218,71.59,104,1.77,0,-0.45,
20003,3792,782,20.62,2929,77.24,81,2.14,0,-0.57,
20005,7440,2359,31.71,4906,65.94,175,2.35,0,-0.34,
20007,2342,291,12.43,2014,85.99,37,1.58,0,-0.74,
20009,11130,2340,21.02,8608,77.34,182,1.64,0,-0.56,
20011,6676,1541,23.08,5023,75.24,112,1.68,0,-0.52,
20013,4471,1104,24.69,3262,72.96,105,2.35,0,-0.48,
20015,32520,9181,28.23,22634,69.6,705,2.17,0,-0.41,
20017,1491,345,23.14,1123,75.32,23,1.54,0,-0.52,
20019,1639,212,12.93,1402,85.54,25,1.53,0,-0.73,
2002,41000,17033,41.54,22028,53.73,1939,4.73,0,-0.12,
20021,9128,2194,24.04,6766,74.12,168,1.84,0,-0.5,
20023,1429,224,15.68,1183,82.79,22,1.54,0,-0.67,
20025,1067,143,13.4,904,84.72,20,1.87,0,-0.71,
20027,4182,894,21.38,3177,75.97,111,2.65,0,-0.55,
20029,4263,920,21.58,3242,76.05,101,2.37,0,-0.54,
20031,4565,964,21.12,3489,76.43,112,2.45,0,-0.55,
20033,916,126,13.76,762,83.19,28,3.06,0,-0.69,
20035,14231,4273,30.03,9656,67.85,302,2.12,0,-0.38,
20037,16645,6179,37.12,10045,60.35,421,2.53,0,-0.23,
20039,1498,218,14.55,1260,84.11,20,1.34,0,-0.7,
20041,9349,2060,22.03,7126,76.22,163,1.74,0,-0.54,
20043,3709,686,18.5,2976,80.24,47,1.27,0,-0.62,
20045,59495,40785,68.55,17286,29.05,1424,2.39,1,0.4,
20047,1431,271,18.94,1141,79.73,19,1.33,0,-0.61,
20049,1361,195,14.33,1140,83.76,26,1.91,0,-0.69,
20051,13800,3737,27.08,9758,70.71,305,2.21,0,-0.44,
20053,2853,648,22.71,2148,75.29,57,2,0,-0.53,
20055,11800,4325,36.65,7236,61.32,239,2.03,0,-0.25,
20057,8915,2947,33.06,5803,65.09,165,1.85,0,-0.32,
20059,12477,3690,29.57,8479,67.96,308,2.47,0,-0.38,
2006,9460,3272,34.59,5770,60.99,418,4.42,0,-0.26,
20061,9603,3983,41.48,5323,55.43,297,3.09,0,-0.14,
20063,1471,166,11.28,1291,87.76,14,0.95,0,-0.76,
20065,1337,228,17.05,1080,80.78,29,2.17,0,-0.64,
20067,2501,518,20.71,1936,77.41,47,1.88,0,-0.57,
20069,2288,341,14.9,1911,83.52,36,1.57,0,-0.69,
20071,641,78,12.17,549,85.65,14,2.18,0,-0.73,
20073,3077,569,18.49,2444,79.43,64,2.08,0,-0.61,
20075,859,141,16.41,698,81.26,20,2.33,0,-0.65,
20077,2678,461,17.21,2168,80.96,49,1.83,0,-0.64,
20079,17309,6747,38.98,10182,58.82,380,2.2,0,-0.2,
20081,1410,268,19.01,1122,79.57,20,1.42,0,-0.61,
20083,1045,154,14.74,875,83.73,16,1.53,0,-0.69,
20085,6584,1881,28.57,4517,68.61,186,2.83,0,-0.4,
20087,9782,3194,32.65,6334,64.75,254,2.6,0,-0.32,
20089,1628,212,13.02,1387,85.2,29,1.78,0,-0.72,
20091,347214,184259,53.07,155631,44.82,7324,2.11,1,0.08,
20093,1455,267,18.35,1164,80,24,1.65,0,-0.62,
20095,3949,752,19.04,3130,79.26,67,1.7,0,-0.6,
20097,1165,156,13.39,980,84.12,29,2.49,0,-0.71,
20099,8563,2655,31.01,5735,66.97,173,2.02,0,-0.36,
2010,11205,2727,24.34,8081,72.12,397,3.54,0,-0.48,
20101,895,115,12.85,762,85.14,18,2.01,0,-0.72,
20103,36490,13886,38.05,21610,59.22,994,2.72,0,-0.21,
20105,1579,266,16.85,1283,81.25,30,1.9,0,-0.64,
20107,5046,896,17.76,4048,80.22,102,2.02,0,-0.62,
20109,1458,186,12.76,1249,85.67,23,1.58,0,-0.73,
20111,13988,6055,43.29,7550,53.97,383,2.74,0,-0.11,
20113,14438,4134,28.63,9964,69.01,340,2.35,0,-0.4,
20115,6111,1516,24.81,4465,73.06,130,2.13,0,-0.48,
20117,5114,1259,24.62,3729,72.92,126,2.46,0,-0.48,
20119,1825,263,14.41,1523,83.45,39,2.14,0,-0.69,
2012,52393,13024,24.86,37421,71.42,1948,3.72,0,-0.47,
20121,17937,5247,29.25,12308,68.62,382,2.13,0,-0.39,
20123,3101,558,17.99,2504,80.75,39,1.26,0,-0.63,
20125,13426,3228,24.04,9931,73.97,267,1.99,0,-0.5,
20127,2899,729,25.15,2124,73.27,46,1.59,0,-0.48,
20129,1198,150,12.52,1034,86.31,14,1.17,0,-0.74,
20131,5684,927,16.31,4664,82.05,93,1.64,0,-0.66,
20133,6877,1796,26.12,4970,72.27,111,1.61,0,-0.46,
20135,1513,149,9.85,1339,88.5,25,1.65,0,-0.79,
20137,2415,364,15.07,2007,83.11,44,1.82,0,-0.68,
20139,8035,2136,26.58,5705,71,194,2.41,0,-0.44,
2014,139830,69791,49.91,65083,46.54,4956,3.54,1,0.03,
20141,1945,281,14.45,1629,83.75,35,1.8,0,-0.69,
20143,3191,506,15.86,2610,81.79,75,2.35,0,-0.66,
20145,2739,643,23.48,2045,74.66,51,1.86,0,-0.51,
20147,2781,318,11.43,2418,86.95,45,1.62,0,-0.76,
20149,13083,3313,25.32,9452,72.25,318,2.43,0,-0.47,
20151,4137,933,22.55,3108,75.13,96,2.32,0,-0.53,
20153,1504,214,14.23,1261,83.84,29,1.93,0,-0.7,
20155,27941,8886,31.8,18443,66.01,612,2.19,0,-0.34,
20157,2657,424,15.96,2182,82.12,51,1.92,0,-0.66,
20159,4319,965,22.34,3262,75.53,92,2.13,0,-0.53,
20161,25171,12765,50.71,11610,46.12,796,3.16,1,0.05,
20163,2699,339,12.56,2325,86.14,35,1.3,0,-0.74,
20165,1677,295,17.59,1350,80.5,32,1.91,0,-0.63,
20167,3467,600,17.31,2790,80.47,77,2.22,0,-0.63,
20169,24531,8214,33.48,15722,64.09,595,2.43,0,-0.31,
20171,2354,299,12.7,2014,85.56,41,1.74,0,-0.73,
20173,224862,95870,42.64,122416,54.44,6576,2.92,0,-0.12,
20175,5294,1833,34.62,3372,63.69,89,1.68,0,-0.29,
20177,85657,43015,50.22,40443,47.22,2199,2.57,1,0.03,
20179,1445,147,10.17,1282,88.72,16,1.11,0,-0.79,
20181,2727,396,14.52,2269,83.2,62,2.27,0,-0.69,
20183,2129,336,15.78,1763,82.81,30,1.41,0,-0.67,
20185,2034,357,17.55,1645,80.88,32,1.57,0,-0.63,
20187,776,148,19.07,614,79.12,14,1.8,0,-0.6,
20189,2031,237,11.67,1760,86.66,34,1.67,0,-0.75,
20191,10928,2591,23.71,8105,74.17,232,2.12,0,-0.5,
20193,3810,625,16.4,3130,82.15,55,1.44,0,-0.66,
20195,1630,242,14.85,1363,83.62,25,1.53,0,-0.69,
20197,3902,964,24.71,2845,72.91,93,2.38,0,-0.48,
20199,825,44,5.33,770,93.33,11,1.33,0,-0.88,
20201,2883,475,16.48,2363,81.96,45,1.56,0,-0.65,
20203,968,149,15.39,808,83.47,11,1.14,0,-0.68,
20205,3954,723,18.29,3153,79.74,78,1.97,0,-0.61,
20207,1546,294,19.02,1228,79.43,24,1.55,0,-0.6,
20209,57071,36788,64.46,18934,33.18,1349,2.36,1,0.31,
2030,41668,14166,34,26055,62.53,1447,3.47,0,-0.29,
2033,10955,7535,68.78,3059,27.92,361,3.3,1,0.41,
2034,10729,5763,53.71,4543,42.34,423,3.94,1,0.11,
2035,10102,5011,49.6,4769,47.21,322,3.19,1,0.02,
2036,9292,3796,40.85,5114,55.04,382,4.11,0,-0.14,
2037,5142,2560,49.79,2358,45.86,224,4.36,1,0.04,
2038,5299,3202,60.43,1737,32.78,360,6.79,1,0.28,
2039,5891,3580,60.77,1939,32.91,372,6.31,1,0.28,
2040,4603,2318,50.36,1994,43.32,291,6.32,1,0.07,
21001,8763,1392,15.88,7276,83.03,95,1.08,0,-0.67,
21003,9363,1642,17.54,7586,81.02,135,1.44,0,-0.63,
21005,13240,3347,25.28,9657,72.94,236,1.78,0,-0.48,
21007,4225,825,19.53,3356,79.43,44,1.04,0,-0.6,
21009,20055,5127,25.56,14654,73.07,274,1.37,0,-0.48,
21011,5627,1573,27.95,3986,70.84,68,1.21,0,-0.43,
21013,10044,1789,17.81,8140,81.04,115,1.14,0,-0.63,
21015,66953,20897,31.21,44811,66.93,1245,1.86,0,-0.36,
21017,9643,3296,34.18,6190,64.19,157,1.63,0,-0.3,
21019,21741,7083,32.58,14295,65.75,363,1.67,0,-0.33,
21021,14467,5298,36.62,8872,61.33,297,2.05,0,-0.25,
21023,4244,800,18.85,3398,80.07,46,1.08,0,-0.61,
21025,5661,1301,22.98,4265,75.34,95,1.68,0,-0.52,
21027,10197,2350,23.05,7701,75.52,146,1.43,0,-0.52,
21029,41964,10551,25.14,30708,73.18,705,1.68,0,-0.48,
21031,6122,1079,17.62,4960,81.02,83,1.36,0,-0.63,
21033,6428,1433,22.29,4906,76.32,89,1.38,0,-0.54,
21035,17443,5794,33.22,11351,65.07,298,1.71,0,-0.32,
21037,48833,19373,39.67,28482,58.33,978,2,0,-0.19,
21039,2638,463,17.55,2159,81.84,16,0.61,0,-0.64,
21041,4135,1116,26.99,2954,71.44,65,1.57,0,-0.44,
21043,11585,2642,22.81,8775,75.74,168,1.45,0,-0.53,
21045,7171,918,12.8,6179,86.17,74,1.03,0,-0.73,
21047,23863,8296,34.77,15080,63.19,487,2.04,0,-0.28,
21049,18128,6004,33.12,11811,65.15,313,1.73,0,-0.32,
21051,7590,831,10.95,6677,87.97,82,1.08,0,-0.77,
21053,4932,603,12.23,4280,86.78,49,0.99,0,-0.75,
21055,4242,731,17.23,3451,81.35,60,1.41,0,-0.64,
21057,3309,508,15.35,2769,83.68,32,0.97,0,-0.68,
21059,49240,17283,35.1,31023,63,934,1.9,0,-0.28,
21061,6131,1227,20.01,4828,78.75,76,1.24,0,-0.59,
21063,2995,712,23.77,2246,74.99,37,1.24,0,-0.51,
