GEOID,TOTAL_VOTES,DEM_VOTES,DEM_SHARE,REP_VOTES,REP_SHARE,THRD_VOTES,THRD_SHARE,PARTY_WIN,PARTY_LEAD, 
28071,23423,10070,42.99,12949,55.28,404,1.72,0,-0.12,
28073,28485,7340,25.77,20704,72.68,441,1.55,0,-0.47,
28075,31247,12960,41.48,17967,57.5,320,1.02,0,-0.16,
28077,6613,2260,34.18,4285,64.8,68,1.03,0,-0.31,
28079,9200,3897,42.36,5228,56.83,75,0.82,0,-0.14,
28081,36954,12189,32.98,24207,65.51,558,1.51,0,-0.33,
28083,10893,7648,70.21,3129,28.72,116,1.06,1,0.41,
28085,16801,5040,30,11596,69.02,165,0.98,0,-0.39,
28087,27241,13087,48.04,13800,50.66,354,1.3,0,-0.03,
28089,56212,24440,43.48,31091,55.31,681,1.21,0,-0.12,
28091,12177,3787,31.1,8273,67.94,117,0.96,0,-0.37,
28093,15817,8057,50.94,7566,47.83,194,1.23,1,0.03,
28095,17259,5874,34.03,11177,64.76,208,1.21,0,-0.31,
28097,5075,2121,41.79,2917,57.48,37,0.73,0,-0.16,
28099,11703,3260,27.86,8320,71.09,123,1.05,0,-0.43,
28101,10183,3075,30.2,6997,68.71,111,1.09,0,-0.39,
28103,5339,4040,75.67,1240,23.23,59,1.11,1,0.52,
28105,19757,10299,52.13,9004,45.57,454,2.3,1,0.07,
28107,15627,7403,47.37,8060,51.58,164,1.05,0,-0.04,
28109,24033,4148,17.26,19595,81.53,290,1.21,0,-0.64,
28111,5916,1362,23.02,4500,76.06,54,0.91,0,-0.53,
28113,17342,8646,49.86,8479,48.89,217,1.25,1,0.01,
28115,14361,2614,18.2,11550,80.43,197,1.37,0,-0.62,
28117,10644,2153,20.23,8370,78.64,121,1.14,0,-0.58,
28119,3226,2150,66.65,1026,31.8,50,1.55,1,0.35,
28121,70655,18847,26.67,50895,72.03,913,1.29,0,-0.45,
28123,10733,4330,40.34,6285,58.56,118,1.1,0,-0.18,
28125,2183,1465,67.11,688,31.52,30,1.37,1,0.36,
28127,11815,4037,34.17,7635,64.62,143,1.21,0,-0.3,
28129,8327,1791,21.51,6458,77.55,78,0.94,0,-0.56,
28131,7878,1802,22.87,5964,75.7,112,1.42,0,-0.53,
28133,9681,6781,70.04,2799,28.91,101,1.04,1,0.41,
28135,5685,3105,54.62,2488,43.76,92,1.62,1,0.11,
28137,13093,4183,31.95,8707,66.5,203,1.55,0,-0.35,
28139,10102,1937,19.17,8054,79.73,111,1.1,0,-0.61,
28141,9138,1059,11.59,7933,86.81,146,1.6,0,-0.75,
28143,3562,2580,72.43,926,26,56,1.57,1,0.46,
28145,12683,2160,17.03,10373,81.79,150,1.18,0,-0.65,
28147,7119,2835,39.82,4220,59.28,64,0.9,0,-0.19,
28149,21053,10442,49.6,10365,49.23,246,1.17,1,0,
28151,18008,12503,69.43,5300,29.43,205,1.14,1,0.4,
28153,10056,3624,36.04,6307,62.72,125,1.24,0,-0.27,
28155,5395,1043,19.33,4291,79.54,61,1.13,0,-0.6,
28157,4127,2749,66.61,1324,32.08,54,1.31,1,0.35,
28159,9236,4040,43.74,5112,55.35,84,0.91,0,-0.12,
28161,6535,2785,42.62,3671,56.17,79,1.21,0,-0.14,
28163,10436,5496,52.66,4832,46.3,108,1.03,1,0.06,
29001,10336,3710,35.89,6413,62.05,213,2.06,0,-0.26,
29003,9752,2351,24.11,7255,74.39,146,1.5,0,-0.5,
29005,2814,564,20.04,2199,78.14,51,1.81,0,-0.58,
29007,10656,2704,25.38,7732,72.56,220,2.06,0,-0.47,
29009,15598,2948,18.9,12425,79.66,225,1.44,0,-0.61,
29011,6077,844,13.89,5168,85.04,65,1.07,0,-0.71,
29013,8416,1672,19.87,6597,78.39,147,1.75,0,-0.59,
29015,10476,2180,20.81,8109,77.41,187,1.79,0,-0.57,
29017,5983,750,12.54,5167,86.36,66,1.1,0,-0.74,
29019,91168,50064,54.91,38646,42.39,2458,2.7,1,0.13,
29021,36598,13445,36.74,22450,61.34,703,1.92,0,-0.25,
29023,18141,3301,18.2,14602,80.49,238,1.31,0,-0.62,
29025,4682,897,19.16,3725,79.56,60,1.28,0,-0.6,
29027,21144,5870,27.76,14815,70.07,459,2.17,0,-0.42,
29029,24812,5652,22.78,18850,75.97,310,1.25,0,-0.53,
29031,40328,10760,26.68,28907,71.68,661,1.64,0,-0.45,
29033,4532,786,17.34,3706,81.77,40,0.88,0,-0.64,
29035,2897,418,14.43,2451,84.6,28,0.97,0,-0.7,
29037,57408,19052,33.19,37197,64.79,1159,2.02,0,-0.32,
29039,7044,1145,16.25,5788,82.17,111,1.58,0,-0.66,
29041,4077,916,22.47,3111,76.31,50,1.23,0,-0.54,
29043,46839,11131,23.76,34920,74.55,788,1.68,0,-0.51,
29045,3394,678,19.98,2672,78.73,44,1.3,0,-0.59,
29047,263088,167060,63.5,90998,34.59,5030,1.91,1,0.29,
29049,10888,2896,26.6,7799,71.63,193,1.77,0,-0.45,
29051,39529,12694,32.11,26086,65.99,749,1.89,0,-0.34,
29053,8693,2249,25.87,6272,72.15,172,1.98,0,-0.46,
29055,10973,2113,19.26,8725,79.51,135,1.23,0,-0.6,
29057,4119,656,15.93,3414,82.88,49,1.19,0,-0.67,
29059,8104,1380,17.03,6619,81.68,105,1.3,0,-0.65,
29061,3911,746,19.07,3102,79.31,63,1.61,0,-0.6,
29063,4843,930,19.2,3828,79.04,85,1.76,0,-0.6,
29065,7142,1056,14.79,5987,83.83,99,1.39,0,-0.69,
29067,7000,1016,14.51,5898,84.26,86,1.23,0,-0.7,
29069,10419,2200,21.12,8135,78.08,84,0.81,0,-0.57,
29071,53685,14569,27.14,38058,70.89,1058,1.97,0,-0.44,
29073,7923,1601,20.21,6222,78.53,100,1.26,0,-0.58,
29075,3237,613,18.94,2581,79.73,43,1.33,0,-0.61,
29077,141800,55068,38.83,83630,58.98,3102,2.19,0,-0.2,
29079,4437,799,18.01,3585,80.8,53,1.19,0,-0.63,
29081,3826,597,15.6,3198,83.59,31,0.81,0,-0.68,
29083,10788,2619,24.28,8027,74.41,142,1.32,0,-0.5,
29085,5080,1056,20.79,3966,78.07,58,1.14,0,-0.57,
29087,2343,338,14.43,1976,84.34,29,1.24,0,-0.7,
29089,5092,1413,27.75,3553,69.78,126,2.47,0,-0.42,
29091,18650,3218,17.25,15181,81.4,251,1.35,0,-0.64,
29093,4592,945,20.58,3596,78.31,51,1.11,0,-0.58,
29095,196583,92182,46.89,100142,50.94,4259,2.17,0,-0.04,
29097,52352,13549,25.88,37728,72.07,1075,2.05,0,-0.46,
29099,116688,37523,32.16,77046,66.03,2119,1.82,0,-0.34,
29101,23123,6974,30.16,15489,66.99,660,2.85,0,-0.37,
29103,1854,340,18.34,1486,80.15,28,1.51,0,-0.62,
29105,16793,2780,16.55,13762,81.95,251,1.49,0,-0.65,
29107,17055,4472,26.22,12273,71.96,310,1.82,0,-0.46,
29109,17905,3214,17.95,14426,80.57,265,1.48,0,-0.63,
29111,4609,984,21.35,3553,77.09,72,1.56,0,-0.56,
29113,29018,6607,22.77,21848,75.29,563,1.94,0,-0.53,
29115,5726,1275,22.27,4363,76.2,88,1.54,0,-0.54,
29117,6758,1410,20.86,5267,77.94,81,1.2,0,-0.57,
29119,9053,1439,15.9,7465,82.46,149,1.65,0,-0.67,
29121,7836,1662,21.21,6076,77.54,98,1.25,0,-0.56,
29123,5676,1019,17.95,4584,80.76,73,1.29,0,-0.63,
29125,4771,814,17.06,3892,81.58,65,1.36,0,-0.65,
29127,13348,3202,23.99,9915,74.28,231,1.73,0,-0.5,
29129,1779,222,12.48,1541,86.62,16,0.9,0,-0.74,
29131,12382,2038,16.46,10176,82.18,168,1.36,0,-0.66,
29133,4756,1178,24.77,3537,74.37,41,0.86,0,-0.5,
29135,7157,1308,18.28,5744,80.26,105,1.47,0,-0.62,
29137,4483,936,20.88,3477,77.56,70,1.56,0,-0.57,
29139,5772,1208,20.93,4465,77.36,99,1.72,0,-0.56,
29141,9487,1924,20.28,7442,78.44,121,1.28,0,-0.58,
29143,7250,1748,24.11,5447,75.13,55,0.76,0,-0.51,
29145,28405,5818,20.48,22120,77.87,467,1.64,0,-0.57,
29147,9891,2853,28.84,6865,69.41,173,1.75,0,-0.41,
29149,4739,823,17.37,3847,81.18,69,1.46,0,-0.64,
29151,7539,1037,13.76,6425,85.22,77,1.02,0,-0.71,
29153,4864,752,15.46,4064,83.55,48,0.99,0,-0.68,
29155,5735,1560,27.2,4120,71.84,55,0.96,0,-0.45,
29157,9447,1664,17.61,7657,81.05,126,1.33,0,-0.63,
29159,19096,4783,25.05,13854,72.55,459,2.4,0,-0.47,
29161,19557,5637,28.82,13480,68.93,440,2.25,0,-0.4,
29163,7695,1717,22.31,5863,76.19,115,1.49,0,-0.54,
29165,57249,27179,47.48,28917,50.51,1153,2.01,0,-0.03,
29167,15062,2885,19.15,11850,78.67,327,2.17,0,-0.6,
29169,14414,3740,25.95,10329,71.66,345,2.39,0,-0.46,
29171,2361,361,15.29,1984,84.03,16,0.68,0,-0.69,
29173,5662,1205,21.28,4396,77.64,61,1.08,0,-0.56,
29175,10742,2485,23.13,8018,74.64,239,2.22,0,-0.52,
29177,11649,3109,26.69,8345,71.64,195,1.67,0,-0.45,
29179,3298,529,16.04,2733,82.87,36,1.09,0,-0.67,
29181,5717,833,14.57,4839,84.64,45,0.79,0,-0.7,
29183,222017,89530,40.33,128389,57.83,4098,1.85,0,-0.17,
29185,4974,988,19.86,3932,79.05,54,1.09,0,-0.59,
29186,9484,2713,28.61,6630,69.91,141,1.49,0,-0.41,
29187,28001,7044,25.16,20511,73.25,446,1.59,0,-0.48,
29189,536446,328151,61.17,199493,37.19,8802,1.64,1,0.24,
29195,9519,2904,30.51,6451,67.77,164,1.72,0,-0.37,
29197,2003,373,18.62,1606,80.18,24,1.2,0,-0.62,
29199,1984,388,19.56,1560,78.63,36,1.81,0,-0.59,
29201,17719,3753,21.18,13769,77.71,197,1.11,0,-0.57,
29203,3906,706,18.07,3165,81.03,35,0.9,0,-0.63,
29205,3350,592,17.67,2700,80.6,58,1.73,0,-0.63,
29207,13426,1819,13.55,11484,85.54,123,0.92,0,-0.72,
29209,18483,3506,18.97,14800,80.07,177,0.96,0,-0.61,
29211,2471,478,19.34,1974,79.89,19,0.77,0,-0.61,
29213,26288,5339,20.31,20508,78.01,441,1.68,0,-0.58,
29215,11315,1716,15.17,9478,83.76,121,1.07,0,-0.69,
29217,9185,1903,20.72,7155,77.9,127,1.38,0,-0.57,
29219,18375,4769,25.95,13222,71.96,384,2.09,0,-0.46,
29221,9976,1804,18.08,8047,80.66,125,1.25,0,-0.63,
29223,5878,845,14.38,4987,84.84,46,0.78,0,-0.7,
29225,18779,3573,19.03,14880,79.24,326,1.74,0,-0.6,
29227,1107,215,19.42,877,79.22,15,1.36,0,-0.6,
29229,8739,1168,13.37,7453,85.28,118,1.35,0,-0.72,
29510,133867,110089,82.24,21474,16.04,2304,1.72,1,0.66,
30001,5661,1608,28.4,3923,69.3,130,2.3,0,-0.41,
30003,4784,2491,52.07,2207,46.13,86,1.8,1,0.06,
30005,3117,1589,50.98,1469,47.13,59,1.89,1,0.04,
30007,4097,835,20.38,3173,77.45,89,2.17,0,-0.57,
30009,7052,2421,34.33,4468,63.36,163,2.31,0,-0.29,
30011,864,74,8.56,775,89.7,15,1.74,0,-0.81,
30013,39885,15456,38.75,23315,58.46,1114,2.79,0,-0.2,
30015,2965,991,33.42,1891,63.78,83,2.8,0,-0.3,
30017,5860,1514,25.84,4205,71.76,141,2.41,0,-0.46,
30019,1014,195,19.23,799,78.8,20,1.97,0,-0.6,
30021,4825,962,19.94,3758,77.89,105,2.18,0,-0.58,
30023,4891,2562,52.38,2186,44.69,143,2.92,1,0.08,
30025,1575,172,10.92,1375,87.3,28,1.78,0,-0.76,
30027,6507,1496,22.99,4869,74.83,142,2.18,0,-0.52,
30029,59936,20274,33.83,38321,63.94,1341,2.24,0,-0.3,
30031,70979,37044,52.19,31696,44.66,2239,3.15,1,0.08,
30033,813,41,5.04,764,93.97,8,0.98,0,-0.89,
30035,5617,3610,64.27,1884,33.54,123,2.19,1,0.31,
30037,503,78,15.51,414,82.31,11,2.19,0,-0.67,
30039,2102,638,30.35,1419,67.51,45,2.14,0,-0.37,
30041,7182,2981,41.51,3957,55.1,244,3.4,0,-0.14,
30043,8151,2625,32.2,5345,65.57,181,2.22,0,-0.33,
30045,1344,275,20.46,1040,77.38,29,2.16,0,-0.57,
30047,16626,6916,41.6,9322,56.07,388,2.33,0,-0.14,
30049,42265,19743,46.71,21409,50.65,1113,2.63,0,-0.04,
30051,1083,249,22.99,821,75.81,13,1.2,0,-0.53,
30053,11747,2835,24.13,8672,73.82,240,2.04,0,-0.5,
30055,1128,155,13.74,956,84.75,17,1.51,0,-0.71,
30057,6087,1771,29.09,4191,68.85,125,2.05,0,-0.4,
30059,1110,258,23.24,833,75.05,19,1.71,0,-0.52,
30061,2563,686,26.77,1828,71.32,49,1.91,0,-0.45,
30063,71495,43357,60.64,26347,36.85,1791,2.51,1,0.24,
30065,2881,413,14.34,2423,84.1,45,1.56,0,-0.7,
30067,11566,5280,45.65,6025,52.09,261,2.26,0,-0.06,
30069,348,39,11.21,298,85.63,11,3.16,0,-0.74,
30071,2382,416,17.46,1936,81.28,30,1.26,0,-0.64,
30073,2995,903,30.15,2031,67.81,61,2.04,0,-0.38,
30075,1136,154,13.56,970,85.39,12,1.06,0,-0.72,
30077,3179,752,23.66,2355,74.08,72,2.26,0,-0.5,
30079,744,126,16.94,603,81.05,15,2.02,0,-0.64,
30081,28507,8763,30.74,19114,67.05,630,2.21,0,-0.36,
30083,5798,875,15.09,4800,82.79,123,2.12,0,-0.68,
30085,4017,1910,47.55,1996,49.69,111,2.76,0,-0.02,
30087,3773,1199,31.78,2486,65.89,88,2.33,0,-0.34,
30089,7622,1820,23.88,5660,74.26,142,1.86,0,-0.5,
30091,2030,574,28.28,1403,69.11,53,2.61,0,-0.41,
30093,18658,10392,55.7,7745,41.51,521,2.79,1,0.14,
30095,5724,1156,20.2,4462,77.95,106,1.85,0,-0.58,
30097,2446,549,22.44,1840,75.22,57,2.33,0,-0.53,
30099,3679,1007,27.37,2608,70.89,64,1.74,0,-0.44,
30101,2119,467,22.04,1596,75.32,56,2.64,0,-0.53,
30103,460,78,16.96,373,81.09,9,1.96,0,-0.64,
30105,4261,1030,24.17,3135,73.57,96,2.25,0,-0.49,
30107,1068,225,21.07,823,77.06,20,1.87,0,-0.56,
30109,598,77,12.88,516,86.29,5,0.84,0,-0.73,
30111,83821,30679,36.6,50772,60.57,2370,2.83,0,-0.24,
31001,14602,4213,28.85,10085,69.07,304,2.08,0,-0.4,
31003,3583,452,12.62,3093,86.32,38,1.06,0,-0.74,
31005,284,21,7.39,260,91.55,3,1.06,0,-0.84,
31007,410,43,10.49,362,88.29,5,1.22,0,-0.78,
31009,317,35,11.04,280,88.33,2,0.63,0,-0.77,
31011,3217,499,15.51,2653,82.47,65,2.02,0,-0.67,
31013,5181,1051,20.29,4002,77.24,128,2.47,0,-0.57,
31015,1153,135,11.71,1010,87.6,8,0.69,0,-0.76,
31017,1679,191,11.38,1470,87.55,18,1.07,0,-0.76,
31019,23589,6350,26.92,16640,70.54,599,2.54,0,-0.44,
31021,3731,1063,28.49,2580,69.15,88,2.36,0,-0.41,
31023,4498,873,19.41,3542,78.75,83,1.85,0,-0.59,
31025,15284,4737,30.99,10121,66.22,426,2.79,0,-0.35,
31027,4996,725,14.51,4174,83.55,97,1.94,0,-0.69,
31029,1993,226,11.34,1740,87.31,27,1.35,0,-0.76,
31031,3265,373,11.42,2844,87.11,48,1.47,0,-0.76,
31033,4765,855,17.94,3813,80.02,97,2.04,0,-0.62,
31035,3558,632,17.76,2848,80.04,78,2.19,0,-0.62,
31037,3717,1025,27.58,2636,70.92,56,1.51,0,-0.43,
31039,4451,870,19.55,3507,78.79,74,1.66,0,-0.59,
31041,5993,786,13.12,5090,84.93,117,1.95,0,-0.72,
31043,6794,2744,40.39,3926,57.79,124,1.83,0,-0.17,
31045,4121,1082,26.26,2931,71.12,108,2.62,0,-0.45,
31047,9178,2497,27.21,6524,71.08,157,1.71,0,-0.44,
31049,1032,141,13.66,871,84.4,20,1.94,0,-0.71,
31051,3083,651,21.12,2335,75.74,97,3.15,0,-0.55,
31053,16876,5544,32.85,10984,65.09,348,2.06,0,-0.32,
31055,274951,150350,54.68,119159,43.34,5442,1.98,1,0.11,
31057,999,105,10.51,883,88.39,11,1.1,0,-0.78,
31059,3134,693,22.11,2359,75.27,82,2.62,0,-0.53,
31061,1724,276,16.01,1437,83.35,11,0.64,0,-0.67,
31063,1440,189,13.12,1229,85.35,22,1.53,0,-0.72,
31065,2601,399,15.34,2163,83.16,39,1.5,0,-0.68,
31067,11068,3385,30.58,7445,67.27,238,2.15,0,-0.37,
31069,1195,161,13.47,1016,85.02,18,1.51,0,-0.72,
31071,1075,133,12.37,933,86.79,9,0.84,0,-0.74,
31073,1118,215,19.23,893,79.87,10,0.89,0,-0.61,
31075,402,20,4.98,375,93.28,7,1.74,0,-0.88,
31077,1258,229,18.2,1016,80.76,13,1.03,0,-0.63,
31079,24374,7681,31.51,16189,66.42,504,2.07,0,-0.35,
31081,5533,1118,20.21,4309,77.88,106,1.92,0,-0.58,
31083,1928,282,14.63,1615,83.77,31,1.61,0,-0.69,
31085,534,34,6.37,494,92.51,6,1.12,0,-0.86,
31087,1469,175,11.91,1264,86.04,30,2.04,0,-0.74,
31089,5537,686,12.39,4769,86.13,82,1.48,0,-0.74,
31091,442,59,13.35,376,85.07,7,1.58,0,-0.72,
31093,3501,648,18.51,2786,79.58,67,1.91,0,-0.61,
31095,3716,1016,27.34,2616,70.4,84,2.26,0,-0.43,
31097,2229,647,29.03,1518,68.1,64,2.87,0,-0.39,
31099,3604,701,19.45,2822,78.3,81,2.25,0,-0.59,
31101,4364,763,17.48,3544,81.21,57,1.31,0,-0.64,
31103,529,49,9.26,476,89.98,4,0.76,0,-0.81,
31105,1874,268,14.3,1563,83.4,43,2.29,0,-0.69,
31107,4697,905,19.27,3721,79.22,71,1.51,0,-0.6,
31109,156091,82293,52.72,70092,44.9,3706,2.37,1,0.08,
31111,17107,3692,21.58,13071,76.41,344,2.01,0,-0.55,
31113,450,38,8.44,407,90.44,5,1.11,0,-0.82,
31115,454,75,16.52,370,81.5,9,1.98,0,-0.65,
31117,302,17,5.63,275,91.06,10,3.31,0,-0.85,
31119,15765,3478,22.06,11940,75.74,347,2.2,0,-0.54,
31121,4257,743,17.45,3419,80.31,95,2.23,0,-0.63,
31123,2557,386,15.1,2113,82.64,58,2.27,0,-0.68,
31125,1828,359,19.64,1437,78.61,32,1.75,0,-0.59,
31127,3423,921,26.91,2428,70.93,74,2.16,0,-0.44,
31129,2303,409,17.76,1857,80.63,37,1.61,0,-0.63,
31131,8315,2490,29.95,5649,67.94,176,2.12,0,-0.38,
31133,1429,322,22.53,1071,74.95,36,2.52,0,-0.52,
31135,1544,199,12.89,1321,85.56,24,1.55,0,-0.73,
31137,5009,752,15.01,4157,82.99,100,2,0,-0.68,
31139,4006,480,11.98,3462,86.42,64,1.6,0,-0.74,
31141,15673,3260,20.8,12186,77.75,227,1.45,0,-0.57,
31143,2879,530,18.41,2291,79.58,58,2.01,0,-0.61,
31145,5452,811,14.88,4525,83,116,2.13,0,-0.68,
31147,4126,996,24.14,3073,74.48,57,1.38,0,-0.5,
31149,841,84,9.99,744,88.47,13,1.55,0,-0.78,
31151,5770,1986,34.42,3631,62.93,153,2.65,0,-0.29,
31153,95673,41206,43.07,51979,54.33,2488,2.6,0,-0.11,
31155,12735,3331,26.16,9108,71.52,296,2.32,0,-0.45,
31157,15469,4196,27.13,10952,70.8,321,2.08,0,-0.44,
31159,9142,2438,26.67,6490,70.99,214,2.34,0,-0.44,
31161,2672,340,12.72,2292,85.78,40,1.5,0,-0.73,
31163,1698,343,20.2,1322,77.86,33,1.94,0,-0.58,
31165,729,72,9.88,642,88.07,15,2.06,0,-0.78,
31167,3161,532,16.83,2561,81.02,68,2.15,0,-0.64,
31169,2980,624,20.94,2308,77.45,48,1.61,0,-0.57,
31171,427,45,10.54,377,88.29,5,1.17,0,-0.78,
31173,2325,1122,48.26,1180,50.75,23,0.99,0,-0.02,
31175,2340,412,17.61,1901,81.24,27,1.15,0,-0.64,
31177,12413,3554,28.63,8583,69.15,276,2.22,0,-0.41,
31179,4200,1022,24.33,3055,72.74,123,2.93,0,-0.48,
31181,1876,335,17.86,1511,80.54,30,1.6,0,-0.63,
31183,502,59,11.75,438,87.25,5,1,0,-0.76,
31185,7143,1630,22.82,5337,74.72,176,2.46,0,-0.52,
32001,12890,3051,23.67,9372,72.71,467,3.62,0,-0.49,
32003,972510,521852,53.66,430930,44.31,19728,2.03,1,0.09,
32005,34125,11571,33.91,21630,63.38,924,2.71,0,-0.29,
32007,21967,4557,20.74,16741,76.21,669,3.05,0,-0.55,
32009,487,74,15.2,400,82.14,13,2.67,0,-0.67,
32011,1017,105,10.32,895,88,17,1.67,0,-0.78,
32013,7771,1689,21.73,5877,75.63,205,2.64,0,-0.54,
32015,2765,496,17.94,2198,79.49,71,2.57,0,-0.62,
32017,2446,330,13.49,2067,84.51,49,2,0,-0.71,
32019,30238,8473,28.02,20914,69.16,851,2.81,0,-0.41,
32021,2335,829,35.5,1423,60.94,83,3.55,0,-0.25,
32023,25378,7288,28.72,17528,69.07,562,2.21,0,-0.4,
32027,2320,547,23.58,1731,74.61,42,1.81,0,-0.51,
32029,2877,902,31.35,1908,66.32,67,2.33,0,-0.35,
32031,252142,128128,50.82,116760,46.31,7254,2.88,1,0.05,
32033,4369,859,19.66,3403,77.89,107,2.45,0,-0.58,
32510,29739,12735,42.82,16113,54.18,891,3,0,-0.11,
33001,38391,16894,44.01,20899,54.44,598,1.56,0,-0.1,
33003,33221,16649,50.12,16150,48.61,422,1.27,1,0.02,
33005,44220,25522,57.72,17898,40.47,800,1.81,1,0.17,
33007,16515,7640,46.26,8617,52.18,258,1.56,0,-0.06,
33009,53966,33180,61.48,19905,36.88,881,1.63,1,0.25,
33011,230941,122344,52.98,104625,45.3,3972,1.72,1,0.08,
33013,89805,48533,54.04,39711,44.22,1561,1.74,1,0.1,
33015,198798,100064,50.33,95858,48.22,2876,1.45,1,0.02,
33017,73596,41721,56.69,30489,41.43,1386,1.88,1,0.15,
33019,24380,12390,50.82,11508,47.2,482,1.98,1,0.04,
34001,140031,73808,52.71,64438,46.02,1785,1.27,1,0.07,
34003,495849,285967,57.67,204417,41.23,5465,1.1,1,0.16,
34005,261497,154595,59.12,103345,39.52,3557,1.36,1,0.2,
34007,264616,175065,66.16,86207,32.58,3344,1.26,1,0.34,
34009,57714,23941,41.48,33158,57.45,615,1.07,0,-0.16,
34011,62408,32742,52.46,28952,46.39,714,1.14,1,0.06,
34013,345311,266820,77.27,75475,21.86,3016,0.87,1,0.55,
34015,172654,86702,50.22,83340,48.27,2612,1.51,1,0.02,
34017,249850,181452,72.62,65698,26.29,2700,1.08,1,0.46,
34019,84242,39457,46.84,43153,51.23,1632,1.94,0,-0.04,
34021,176604,122532,69.38,51641,29.24,2431,1.38,1,0.4,
34023,374362,226250,60.44,143467,38.32,4645,1.24,1,0.22,
34025,378151,181291,47.94,191808,50.72,5052,1.34,0,-0.03,
34027,299322,153881,51.41,141134,47.15,4307,1.44,1,0.04,
34029,341516,119456,34.98,217740,63.76,4320,1.26,0,-0.29,
34031,223707,129097,57.71,92009,41.13,2601,1.16,1,0.17,
34033,33922,14479,42.68,18827,55.5,616,1.82,0,-0.13,
34035,185859,111173,59.82,71996,38.74,2690,1.45,1,0.21,
34037,87963,34481,39.2,51701,58.78,1781,2.02,0,-0.2,
34039,253092,170310,67.29,80038,31.62,2744,1.08,1,0.36,
34041,60787,24901,40.96,34769,57.2,1117,1.84,0,-0.16,
35001,317590,193757,61.01,116135,36.57,7698,2.42,1,0.24,
35003,2326,595,25.58,1698,73,33,1.42,0,-0.47,
35005,22443,6381,28.43,15656,69.76,406,1.81,0,-0.41,
35006,8903,4745,53.3,3975,44.65,183,2.06,1,0.09,
35007,6016,2611,43.4,3271,54.37,134,2.23,0,-0.11,
35009,15101,4307,28.52,10444,69.16,350,2.32,0,-0.41,
35011,901,231,25.64,656,72.81,14,1.55,0,-0.47,
35013,82641,47957,58.03,32802,39.69,1882,2.28,1,0.18,
35015,23222,5424,23.36,17454,75.16,344,1.48,0,-0.52,
35017,14435,7590,52.58,6553,45.4,292,2.02,1,0.07,
35019,2189,1234,56.37,917,41.89,38,1.74,1,0.14,
35021,505,179,35.45,319,63.17,7,1.39,0,-0.28,
35023,1974,823,41.69,1120,56.74,31,1.57,0,-0.15,
35025,20918,4061,19.41,16531,79.03,326,1.56,0,-0.6,
35027,10306,3194,30.99,6942,67.36,170,1.65,0,-0.36,
35028,12293,7554,61.45,4278,34.8,461,3.75,1,0.27,
35029,8103,3563,43.97,4408,54.4,132,1.63,0,-0.1,
35031,26486,18029,68.07,7801,29.45,656,2.48,1,0.39,
35033,2686,1745,64.97,903,33.62,38,1.41,1,0.31,
35035,23571,8485,36,14521,61.61,565,2.4,0,-0.26,
35037,3873,1170,30.21,2634,68.01,69,1.78,0,-0.38,
35039,16628,10990,66.09,5408,32.52,230,1.38,1,0.34,
35041,6608,1802,27.27,4634,70.13,172,2.6,0,-0.43,
35043,76562,40588,53.01,34174,44.64,1800,2.35,1,0.08,
35045,52294,18083,34.58,32874,62.86,1337,2.56,0,-0.28,
35047,11531,7888,68.41,3421,29.67,222,1.93,1,0.39,
35049,82227,62530,76.05,18329,22.29,1368,1.66,1,0.54,
35051,5945,2265,38.1,3542,59.58,138,2.32,0,-0.21,
35053,7160,3722,51.98,3255,45.46,183,2.56,1,0.07,
35055,17181,13121,76.37,3715,21.62,345,2.01,1,0.55,
35057,7281,2344,32.19,4772,65.54,165,2.27,0,-0.33,
35059,1789,383,21.41,1388,77.59,18,1.01,0,-0.56,
35061,32277,14263,44.19,17364,53.8,650,2.01,0,-0.1,
36001,154727,99474,64.29,51081,33.01,4172,2.7,1,0.31,
36003,20782,6048,29.1,14135,68.02,599,2.88,0,-0.39,
36005,425715,355374,83.48,67740,15.91,2601,0.61,1,0.68,
36007,93494,47010,50.28,43801,46.85,2683,2.87,1,0.03,
36009,35018,11879,33.92,22155,63.27,984,2.81,0,-0.29,
36011,36809,16359,44.44,19632,53.33,818,2.22,0,-0.09,
36013,59770,23087,38.63,34853,58.31,1830,3.06,0,-0.2,
36015,39711,16636,41.89,21922,55.2,1153,2.9,0,-0.13,
36017,22517,8300,36.86,13496,59.94,721,3.2,0,-0.23,
36019,35437,18364,51.82,16514,46.6,559,1.58,1,0.05,
36021,35610,20386,57.25,14464,40.62,760,2.13,1,0.17,
36023,21893,10370,47.37,10789,49.28,734,3.35,0,-0.02,
36025,23108,9143,39.57,13387,57.93,578,2.5,0,-0.18,
36027,151889,81443,53.62,66872,44.03,3574,2.35,1,0.1,
36029,476787,267174,56.04,197527,41.43,12086,2.53,1,0.15,
36031,19479,9950,51.08,8982,46.11,547,2.81,1,0.05,
36033,19420,9253,47.65,9668,49.78,499,2.57,0,-0.02,
36035,24072,7931,32.95,15378,63.88,763,3.17,0,-0.31,
36037,29418,9625,32.72,18876,64.16,917,3.12,0,-0.31,
36039,25194,10346,41.07,14271,56.64,577,2.29,0,-0.16,
36041,3489,1178,33.76,2225,63.77,86,2.46,0,-0.3,
36043,29565,9939,33.62,18871,63.83,755,2.55,0,-0.3,
36045,44129,17307,39.22,25629,58.08,1193,2.7,0,-0.19,
36047,913246,703310,77.01,202772,22.2,7164,0.78,1,0.55,
